Date,Description,Amount,Merchant,Account,Likely Expense Category
07/11/2026,WALGREENS #4346 0000BELLEVUE TN,11.66,WALGREENS #4346 0000BELLEVUE TN,Business Amex,Owner / Personal Review
07/11/2026,WALGREENS #4346 0000BELLEVUE TN,180.57,WALGREENS #4346 0000BELLEVUE TN,Business Amex,Owner / Personal Review
07/10/2026,CVS/PHARMACY #07144 BARTLETT TN,22.37,CVS/PHARMACY #07144 BARTLETT TN,Business Amex,Owner / Personal Review
07/10/2026,SUGAR GHOST Memphis TN,9.06,SUGAR GHOST Memphis TN,Business Amex,Business Meals & Entertainment
07/10/2026,THE CITY SILO Memphis TN,22.50,THE CITY SILO Memphis TN,Business Amex,Business Meals & Entertainment
07/09/2026,KROGER BARTLETT TN,12.36,KROGER BARTLETT TN,Business Amex,Owner / Personal Review
07/09/2026,THE UPS STORE BARTLETT TN,0.65,THE UPS STORE BARTLETT TN,Business Amex,Shipping & Postage
07/09/2026,UBER EATS help.uber.com CA,8.58,UBER EATS help.uber.com CA,Business Amex,Travel & Lodging
07/09/2026,UBER EATS help.uber.com CA,58.32,UBER EATS help.uber.com CA,Business Amex,Travel & Lodging
07/08/2026,MOBILE PAYMENT - THANK YOU,-1000.00,MOBILE PAYMENT - THANK YOU,Business Amex,Transfer / Credit Card Payment
07/08/2026,SHELL SERVICE STATIOMEMPHIS TN,54.13,SHELL SERVICE STATIOMEMPHIS TN,Business Amex,Fuel & Auto
07/08/2026,THE CITY SILO Memphis TN,22.50,THE CITY SILO Memphis TN,Business Amex,Business Meals & Entertainment
07/07/2026,FIVE BELOW 6002 000BARTLETT TN,8.29,FIVE BELOW 6002 000BARTLETT TN,Business Amex,Owner / Personal Review
07/07/2026,JERSEY MIKES 4073 40BARTLETT TN,15.96,JERSEY MIKES 4073 40BARTLETT TN,Business Amex,Business Meals & Entertainment
07/07/2026,MOBILE PAYMENT - THANK YOU,-500.00,MOBILE PAYMENT - THANK YOU,Business Amex,Transfer / Credit Card Payment
07/07/2026,THE UPS STORE BARTLETT TN,5.38,THE UPS STORE BARTLETT TN,Business Amex,Shipping & Postage
07/06/2026,AplPay OVGH-6552 MEMMEMPHIS TN,9.33,AplPay OVGH-6552 MEMMEMPHIS TN,Business Amex,Business Meals & Entertainment
07/06/2026,AplPay OVGH-6552 MEMMEMPHIS TN,50.49,AplPay OVGH-6552 MEMMEMPHIS TN,Business Amex,Business Meals & Entertainment
07/05/2026,AplPay CTLP*LOVES RIMEMPHIS TN,2.10,AplPay CTLP*LOVES RIMEMPHIS TN,Business Amex,Business Meals & Entertainment
07/05/2026,AplPay HIGH POINT GRMEMPHIS TN,5.59,AplPay HIGH POINT GRMEMPHIS TN,Business Amex,Business Meals & Entertainment
07/05/2026,UBER EATS help.uber.com CA,29.18,UBER EATS help.uber.com CA,Business Amex,Travel & Lodging
07/04/2026,TST* HARD TIMES DELIMEMPHIS TN,51.63,TST* HARD TIMES DELIMEMPHIS TN,Business Amex,Business Meals & Entertainment
07/04/2026,UBER EATS help.uber.com CA,34.14,UBER EATS help.uber.com CA,Business Amex,Travel & Lodging
07/04/2026,WALGREENS MEMPHIS TN,12.53,WALGREENS MEMPHIS TN,Business Amex,Owner / Personal Review
07/03/2026,LANDERS FORD INC 180MEMPHIS TN,344.74,LANDERS FORD INC 180MEMPHIS TN,Business Amex,Fuel & Auto
07/03/2026,TST* JUST LOVE COFFEMEMPHIS TN,19.49,TST* JUST LOVE COFFEMEMPHIS TN,Business Amex,Business Meals & Entertainment
07/03/2026,UBER,24.42,UBER,Business Amex,Travel & Lodging
07/03/2026,WALGREEN MEMPHIS TN,30.19,WALGREEN MEMPHIS TN,Business Amex,Owner / Personal Review
07/02/2026,AplPay SUGAR GHOST Memphis TN,10.05,AplPay SUGAR GHOST Memphis TN,Business Amex,Business Meals & Entertainment
07/02/2026,IN *REVAMP MARKETINGLAKE FOREST CA,4000.00,IN *REVAMP MARKETINGLAKE FOREST CA,Business Amex,Advertising & Marketing
07/02/2026,MOBILE PAYMENT - THANK YOU,-1041.00,MOBILE PAYMENT - THANK YOU,Business Amex,Transfer / Credit Card Payment
07/02/2026,UBER EATS SAN FRANCISCO CA,53.37,UBER EATS SAN FRANCISCO CA,Business Amex,Travel & Lodging
07/02/2026,UBER EATS help.uber.com CA,5.95,UBER EATS help.uber.com CA,Business Amex,Travel & Lodging
07/02/2026,UBER EATS help.uber.com CA,7.20,UBER EATS help.uber.com CA,Business Amex,Travel & Lodging
07/02/2026,UBER EATS help.uber.com CA,24.25,UBER EATS help.uber.com CA,Business Amex,Travel & Lodging
07/01/2026,CAR WASH USA #018 (UMEMPHIS TN,27.00,CAR WASH USA #018 (UMEMPHIS TN,Business Amex,Fuel & Auto
07/01/2026,EXXONMOBIL BARTLETT TN,13.15,EXXONMOBIL BARTLETT TN,Business Amex,Fuel & Auto
07/01/2026,KROGER FUEL MEMPHIS TN,44.28,KROGER FUEL MEMPHIS TN,Business Amex,Fuel & Auto
07/01/2026,THE CITY SILO Memphis TN,22.50,THE CITY SILO Memphis TN,Business Amex,Business Meals & Entertainment
06/30/2026,AplPay EXXONMOBIL MEMPHIS TN,9.87,AplPay EXXONMOBIL MEMPHIS TN,Business Amex,Fuel & Auto
06/30/2026,TAZIKIS MEMPHIS Memphis TN,20.83,TAZIKIS MEMPHIS Memphis TN,Business Amex,Business Meals & Entertainment
06/29/2026,THE CITY SILO Memphis TN,22.50,THE CITY SILO Memphis TN,Business Amex,Business Meals & Entertainment
06/28/2026,WESTSIDE QUICK STOP HEBER SPRINGS AR,48.48,WESTSIDE QUICK STOP HEBER SPRINGS AR,Business Amex,Fuel & Auto
06/27/2026,DELICIOSO TAMALES 06LITTLE ROCK AR,27.53,DELICIOSO TAMALES 06LITTLE ROCK AR,Business Amex,Business Meals & Entertainment
06/27/2026,NEXUS COFFEE ROASTERLittle Rock AR,70.06,NEXUS COFFEE ROASTERLittle Rock AR,Business Amex,Coffee & Ingredients COGS
06/26/2026,AplPay LITTLE ROCK CLITTLE ROCK AR,2.00,AplPay LITTLE ROCK CLITTLE ROCK AR,Business Amex,Business Meals & Entertainment
06/26/2026,AplPay UBER EATS help.uber.com CA,15.01,AplPay UBER EATS help.uber.com CA,Business Amex,Travel & Lodging
06/25/2026,TST* KUKURUKU BARTLEBARTLETT TN,16.45,TST* KUKURUKU BARTLEBARTLETT TN,Business Amex,Business Meals & Entertainment
06/23/2026,SHELL SERVICE STATIOBARTLETT TN,55.02,SHELL SERVICE STATIOBARTLETT TN,Business Amex,Fuel & Auto
06/23/2026,TARGET T-0090 000000MEMPHIS TN,59.24,TARGET T-0090 000000MEMPHIS TN,Business Amex,Owner / Personal Review
06/23/2026,TAZIKIS MEMPHIS Memphis TN,20.83,TAZIKIS MEMPHIS Memphis TN,Business Amex,Business Meals & Entertainment
06/23/2026,THE LINKS AT AUDUBONMEMPHIS TN,12.07,THE LINKS AT AUDUBONMEMPHIS TN,Business Amex,Owner / Personal Review
06/23/2026,THE LINKS AT AUDUBONMEMPHIS TN,21.94,THE LINKS AT AUDUBONMEMPHIS TN,Business Amex,Owner / Personal Review
06/23/2026,THE LINKS AT AUDUBONMEMPHIS TN,55.00,THE LINKS AT AUDUBONMEMPHIS TN,Business Amex,Owner / Personal Review
06/22/2026,GERMANTOWN DENTAL GRGERMANTOWN TN,173.00,GERMANTOWN DENTAL GRGERMANTOWN TN,Business Amex,Owner / Personal Review
06/22/2026,LA ROCHE LEBANESE CUMEMPHIS TN,83.31,LA ROCHE LEBANESE CUMEMPHIS TN,Business Amex,Business Meals & Entertainment
06/22/2026,MOBILE PAYMENT - THANK YOU,-25.86,MOBILE PAYMENT - THANK YOU,Business Amex,Transfer / Credit Card Payment
06/22/2026,THE CITY SILO Germantown TN,25.58,THE CITY SILO Germantown TN,Business Amex,Business Meals & Entertainment
06/21/2026,HIGH POINT GROCERY 0MEMPHIS TN,2.12,HIGH POINT GROCERY 0MEMPHIS TN,Business Amex,Owner / Personal Review
06/21/2026,WALGREEN MEMPHIS TN,26.29,WALGREEN MEMPHIS TN,Business Amex,Owner / Personal Review
06/20/2026,HIGH POINT GROCERY 0MEMPHIS TN,13.96,HIGH POINT GROCERY 0MEMPHIS TN,Business Amex,Owner / Personal Review
06/20/2026,MEN090 MENCHIES GERMCORDOVA TN,10.14,MEN090 MENCHIES GERMCORDOVA TN,Business Amex,Business Meals & Entertainment
06/20/2026,MINGXIA RESTAURANT ICORDOVA TN,80.92,MINGXIA RESTAURANT ICORDOVA TN,Business Amex,Business Meals & Entertainment
06/20/2026,THE CITY SILO Memphis TN,14.27,THE CITY SILO Memphis TN,Business Amex,Business Meals & Entertainment
06/20/2026,THE CITY SILO Memphis TN,17.01,THE CITY SILO Memphis TN,Business Amex,Business Meals & Entertainment
06/19/2026,Interest Charge on Cash Advances,0.73,Interest Charge on Cash Advances,Business Amex,Bank & Processing Fees
06/19/2026,MOBILE PAYMENT - THANK YOU,-2400.00,MOBILE PAYMENT - THANK YOU,Business Amex,Transfer / Credit Card Payment
06/19/2026,OEC JAPANESE EXPRESSBARTLETT TN,14.99,OEC JAPANESE EXPRESSBARTLETT TN,Business Amex,Business Meals & Entertainment
06/19/2026,TST* THE PHARMACY COBARTLETT TN,23.24,TST* THE PHARMACY COBARTLETT TN,Business Amex,Business Meals & Entertainment
06/18/2026,THE CITY SILO Memphis TN,22.50,THE CITY SILO Memphis TN,Business Amex,Business Meals & Entertainment
06/18/2026,TRAVELERS PER INS 800-842-5075 CT,897.00,TRAVELERS PER INS 800-842-5075 CT,Business Amex,Insurance
06/18/2026,TST* TAMBOLIS PASTA MEMPHIS TN,37.18,TST* TAMBOLIS PASTA MEMPHIS TN,Business Amex,Business Meals & Entertainment
06/17/2026,MEN090 MENCHIES GERMCORDOVA TN,8.07,MEN090 MENCHIES GERMCORDOVA TN,Business Amex,Business Meals & Entertainment
06/17/2026,MINGXIA RESTAURANT ICORDOVA TN,27.96,MINGXIA RESTAURANT ICORDOVA TN,Business Amex,Business Meals & Entertainment
06/17/2026,THE CITY SILO Memphis TN,22.50,THE CITY SILO Memphis TN,Business Amex,Business Meals & Entertainment
06/16/2026,AplPay CHEFFIE'S CAFMEMPHIS TN,21.15,AplPay CHEFFIE'S CAFMEMPHIS TN,Business Amex,Business Meals & Entertainment
06/16/2026,MARATHON 229914 BARTLETT TN,8.75,MARATHON 229914 BARTLETT TN,Business Amex,Fuel & Auto
06/16/2026,MARATHON 229914 BARTLETT TN,43.46,MARATHON 229914 BARTLETT TN,Business Amex,Fuel & Auto
06/16/2026,MEMPHIS-SHELBY COUNTMEMPHIS TN,36.00,MEMPHIS-SHELBY COUNTMEMPHIS TN,Business Amex,"Taxes, Licenses & Permits"
06/16/2026,UBER,56.07,UBER,Business Amex,Travel & Lodging
06/15/2026,AplPay WI-FI ONBOARDCHICAGO IL,15.95,AplPay WI-FI ONBOARDCHICAGO IL,Business Amex,Travel & Lodging
06/15/2026,NEWSLINK 13 BOS 13 BOSTON MA,5.74,NEWSLINK 13 BOS 13 BOSTON MA,Business Amex,Travel & Lodging
06/13/2026,DSG STORE 162 MILLBURY MA,26.55,DSG STORE 162 MILLBURY MA,Business Amex,Owner / Personal Review
06/12/2026,CVS/PHARMACY SHREWSBURY MA,79.33,CVS/PHARMACY SHREWSBURY MA,Business Amex,Owner / Personal Review
06/11/2026,AMEX Dining Credit,-10.00,AMEX Dining Credit,Business Amex,Business Meals & Entertainment
06/11/2026,GRUBHUB*TUYENSASIANBNEW YORK NY,36.89,GRUBHUB*TUYENSASIANBNEW YORK NY,Business Amex,Business Meals & Entertainment
06/11/2026,MCDONALD'S F6091 000BARTLETT TN,13.00,MCDONALD'S F6091 000BARTLETT TN,Business Amex,Business Meals & Entertainment
06/11/2026,SUGAR GHOST Memphis TN,9.05,SUGAR GHOST Memphis TN,Business Amex,Business Meals & Entertainment
06/11/2026,THE CITY SILO Memphis TN,22.50,THE CITY SILO Memphis TN,Business Amex,Business Meals & Entertainment
06/10/2026,THE CITY SILO Memphis TN,22.50,THE CITY SILO Memphis TN,Business Amex,Business Meals & Entertainment
06/09/2026,TAZIKIS MEMPHIS Memphis TN,7.67,TAZIKIS MEMPHIS Memphis TN,Business Amex,Business Meals & Entertainment
06/09/2026,TAZIKIS MEMPHIS Memphis TN,18.10,TAZIKIS MEMPHIS Memphis TN,Business Amex,Business Meals & Entertainment
06/09/2026,TST* THE PHARMACY COBARTLETT TN,3.95,TST* THE PHARMACY COBARTLETT TN,Business Amex,Business Meals & Entertainment
06/09/2026,TST* THE PHARMACY COBARTLETT TN,16.14,TST* THE PHARMACY COBARTLETT TN,Business Amex,Business Meals & Entertainment
06/08/2026,HIGH POINT GROCERY 0MEMPHIS TN,12.58,HIGH POINT GROCERY 0MEMPHIS TN,Business Amex,Owner / Personal Review
06/08/2026,KROGER FUEL MEMPHIS TN,54.55,KROGER FUEL MEMPHIS TN,Business Amex,Fuel & Auto
06/07/2026,MINGXIA RESTAURANT ICORDOVA TN,57.89,MINGXIA RESTAURANT ICORDOVA TN,Business Amex,Business Meals & Entertainment
06/07/2026,THE CITY SILO Memphis TN,56.14,THE CITY SILO Memphis TN,Business Amex,Business Meals & Entertainment
06/06/2026,AplPay WALGREEN MEMPHIS TN,20.18,AplPay WALGREEN MEMPHIS TN,Business Amex,Owner / Personal Review
06/06/2026,EL POLLO LATINO MEMPHIS TN,34.07,EL POLLO LATINO MEMPHIS TN,Business Amex,Business Meals & Entertainment
06/06/2026,TARGET T-0090 000000MEMPHIS TN,224.99,TARGET T-0090 000000MEMPHIS TN,Business Amex,Owner / Personal Review
06/06/2026,UBER EATS help.uber.com CA,8.05,UBER EATS help.uber.com CA,Business Amex,Travel & Lodging
06/05/2026,06261 - 180 S MAIN SMEMPHIS TN,30.00,06261 - 180 S MAIN SMEMPHIS TN,Business Amex,Business Meals & Entertainment
06/05/2026,AMAZON MARKEPLACE NA PA,48.26,AMAZON MARKEPLACE NA PA,Business Amex,Owner / Personal Review
06/05/2026,AplPay THE CITY SILOMemphis TN,22.50,AplPay THE CITY SILOMemphis TN,Business Amex,Business Meals & Entertainment
06/05/2026,THE CITY SILO Memphis TN,22.50,THE CITY SILO Memphis TN,Business Amex,Business Meals & Entertainment
06/03/2026,LOVE'S #0889 INSIDE/HOLLY SPRINGS MS,5.54,LOVE'S #0889 INSIDE/HOLLY SPRINGS MS,Business Amex,Business Meals & Entertainment
06/03/2026,THE OXFORD CREAMERY Oxford MS,10.00,THE OXFORD CREAMERY Oxford MS,Business Amex,Business Meals & Entertainment
06/02/2026,TST* SOUL FISH CAFE MEMPHIS TN,18.92,TST* SOUL FISH CAFE MEMPHIS TN,Business Amex,Business Meals & Entertainment
