Date,Description,Amount,Merchant,Account,Likely Expense Category
2026-08-26,Shopify deposit,-77.08,Shopify,Sobrew Checking,Sales Revenue
2026-08-26,DEPOSIT INTUIT 36047063,-382.60,Intuit,Sobrew Checking,Sales Revenue
2026-08-26,DDA MOBILE DEPOSIT,-340.00,Mobile Deposit,Sobrew Checking,Sales Revenue
2026-08-27,Shopify deposit,-24.79,Shopify,Sobrew Checking,Sales Revenue
2026-08-27,DEPOSIT INTUIT 40358693,-345.00,Intuit,Sobrew Checking,Sales Revenue
2026-08-28,DEPOSIT INTUIT 42358033,-402.00,Intuit,Sobrew Checking,Sales Revenue
2026-08-31,DEPOSIT INTUIT 44422653,-1449.50,Intuit,Sobrew Checking,Sales Revenue
2026-08-06,WIRE FEE,16.00,Paragon Bank,Sobrew Checking,Bank & Processing Fees
2026-08-06,ACCTVERIFY INTUIT INC,0.14,Intuit,Sobrew Checking,Transfer / Credit Card Payment
2026-08-07,ZEL* Benjamin Nesbitt,378.97,Benjamin Nesbitt,Sobrew Checking,Contract Labor / Reimbursements
2026-08-07,TRAN FEE INTUIT 85129123,33.87,Intuit,Sobrew Checking,Bank & Processing Fees
2026-08-10,TRAN FEE INTUIT 88308673,13.20,Intuit,Sobrew Checking,Bank & Processing Fees
2026-08-10,PAYMENT VENMO,99.23,Venmo,Sobrew Checking,Payroll Wages & Taxes
2026-08-10,PAYMENT VENMO,575.10,Venmo,Sobrew Checking,Payroll Wages & Taxes
2026-08-10,PAYMENT VENMO,866.45,Venmo,Sobrew Checking,Payroll Wages & Taxes
2026-08-11,ACH PMT AMEX EPAYMENT,1000.00,American Express,Sobrew Checking,Transfer / Credit Card Payment
2026-08-12,TRAN FEE INTUIT 96827883,13.90,Intuit,Sobrew Checking,Bank & Processing Fees
2026-08-13,TRAN FEE INTUIT 00113923,12.85,Intuit,Sobrew Checking,Bank & Processing Fees
2026-08-14,ZEL* Benjamin Nesbitt,423.40,Benjamin Nesbitt,Sobrew Checking,Contract Labor / Reimbursements
2026-08-14,TRAN FEE INTUIT 04744853,7.42,Intuit,Sobrew Checking,Bank & Processing Fees
2026-08-14,PAYMENT VENMO,100.71,Venmo,Sobrew Checking,Payroll Wages & Taxes
2026-08-14,PAYMENT VENMO,201.08,Venmo,Sobrew Checking,Payroll Wages & Taxes
2026-08-14,ACH PMT AMEX EPAYMENT,1000.00,American Express,Sobrew Checking,Transfer / Credit Card Payment
2026-08-17,TRAN FEE INTUIT 09755873,3.81,Intuit,Sobrew Checking,Bank & Processing Fees
2026-08-17,TRAN FEE INTUIT 07921883,16.27,Intuit,Sobrew Checking,Bank & Processing Fees
2026-08-17,PAYMENT VENMO,97.50,Venmo,Sobrew Checking,Payroll Wages & Taxes
2026-08-17,PAYMENT VENMO,379.39,Venmo,Sobrew Checking,Payroll Wages & Taxes
2026-08-17,PAYMENT VENMO,961.48,Venmo,Sobrew Checking,Payroll Wages & Taxes
2026-08-18,TRAN FEE INTUIT 14509873,36.83,Intuit,Sobrew Checking,Bank & Processing Fees
2026-08-19,TRAN FEE INTUIT 17670703,12.89,Intuit,Sobrew Checking,Bank & Processing Fees
2026-08-20,TRAN FEE INTUIT 21763983,15.14,Intuit,Sobrew Checking,Bank & Processing Fees
2026-08-21,TRAN FEE INTUIT 25268493,9.50,Intuit,Sobrew Checking,Bank & Processing Fees
2026-08-24,TRAN FEE INTUIT 27619723,14.18,Intuit,Sobrew Checking,Bank & Processing Fees
2026-08-24,PAYMENT VENMO,510.92,Venmo,Sobrew Checking,Payroll Wages & Taxes
2026-08-24,PAYMENT VENMO,581.05,Venmo,Sobrew Checking,Payroll Wages & Taxes
2026-08-24,PAYMENT VENMO,581.26,Venmo,Sobrew Checking,Payroll Wages & Taxes
2026-08-25,TRAN FEE INTUIT 32784623,14.80,Intuit,Sobrew Checking,Bank & Processing Fees
2026-08-26,TRAN FEE INTUIT 36484063,11.99,Intuit,Sobrew Checking,Bank & Processing Fees
2026-08-26,PAYMENT VENMO,140.37,Venmo,Sobrew Checking,Payroll Wages & Taxes
2026-08-26,ACH PMT AMEX EPAYMENT,300.00,American Express,Sobrew Checking,Transfer / Credit Card Payment
2026-08-26,J2991 OOFF GLANKLER BROWN P,5014.97,Glankler Brown,Sobrew Checking,Professional Fees
2026-08-27,TRAN FEE INTUIT 40705193,11.47,Intuit,Sobrew Checking,Bank & Processing Fees
2026-08-27,PAYMENT VENMO,369.50,Venmo,Sobrew Checking,Payroll Wages & Taxes
2026-08-27,MOBILE PMT CAPITAL ONE,465.78,Capital One,Sobrew Checking,Transfer / Credit Card Payment
2026-08-28,TRAN FEE INTUIT 42670033,11.50,Intuit,Sobrew Checking,Bank & Processing Fees
2026-08-31,TRAN FEE INTUIT 44680653,22.40,Intuit,Sobrew Checking,Bank & Processing Fees
2026-08-31,PAYMENT VENMO,40.00,Venmo,Sobrew Checking,Payroll Wages & Taxes
2026-08-31,PAYMENT VENMO,72.51,Venmo,Sobrew Checking,Payroll Wages & Taxes
2026-08-31,Jared Smit Jared Smith,651.00,RentRedi,Sobrew Checking,Rent & Utilities
2026-08-31,PAYMENT VENMO,896.19,Venmo,Sobrew Checking,Payroll Wages & Taxes
